MSA2000s,t_Pop_growth00_10,t_Income_growth00_10,t_hous_growth00_10,t_per_capita,t_medianvalue,t_density_pop,t_density_hhd,t_totpop,t_urban_pop,t_white,t_black,t_indian,t_asian_pac,t_other_race,t_hispanic,t_male,t_female,t_age0_17,t_age18_24,t_age25_34,t_age35_44,t_age45_54,t_age55_64,t_age65_74,t_age75over,t_m_ownkids,t_f_ownkids,t_hhder15_24,t_hhder25_34,t_hhder35_44,t_hhder45_54,t_hhder55_64,t_hhder65_74,t_hhder75over,t_hhd_1p,t_hhd_2p,t_hhd_3p,t_hhd_4p,t_hhd_5p,t_hhd_6more,t_owner_hous,t_renter_hous,t_work_inresidence,t_work_outresidence,t_work_notinplace,t_lccity,t_trans_priv,t_trans_public,t_trans_other,t_work_athome,t_traveltime5,t_traveltime5_14,t_traveltime15_29,t_traveltime30_44,t_traveltime45_59,t_traveltime60_89,t_traveltime90more,t_edu_9,t_edu_12,t_edu_hs,t_edu_coll,t_edu_assoc,t_edu_bachel,t_edu_grad,t_employed,t_unemployed,t_notlabor,t_hhdincome20k,t_hhdincomek20_30,t_hhdincomek30_40,t_hhdincomek40_50,t_hhdincomek50_60,t_hhdincomek60_75,t_hhdincomek75_100,t_hhdincomek100over,t_poverty_below,t_Vehic_0,t_Vehic_1,t_Vehic_2,t_Vehic_3,t_Vehic_4more,t_nevermarried,t_married_notsepar,t_married_separated,t_widowed,t_divorced,t_vehic_perhhd,w722,w4451,L722,L4451,Share100_4445_72,Sr4451_100,Sr722_120,Nr4451_100,Nr722_120,Share4451_722,Groc_non_food,Groc_food,Groc_non_food1,Groc_food1,S100_H,S120_H,pq_g,pq_r,pqr_nonfood,pqr_food
"Corpus Christi, TX MSA",0.0084958272,0.0423450891,0.0111838409,15045.9,63050,243.21,83.975493538,371516.3,0.7718312575,0.7372453451,0.0396389785,0.0057285097,0.0097285789,0.2076585877,0.5385398928,0.4910513173,0.5089486827,0.2946474291,0.1024976905,0.1440778599,0.1520718891,0.1189678411,0.0799819649,0.0617655034,0.045989822,0.021903356,0.0754073671,0.0555390503,0.1849947477,0.2298076442,0.1918503584,0.1365929198,0.1140348016,0.0867172495,0.2173018473,0.2903710176,0.1816252655,0.1602752643,0.087818204,0.0626084015,0.6167155627,0.3832844373,0.7389614441,0.2049676089,0.056070947,0.7616874715,0.9240426448,0.0162104544,0.0370746945,0.0226722064,0.0327947742,0.3130970037,0.4319304853,0.1295217199,0.0339939913,0.0173151537,0.0186746654,0.1411648121,0.1391377611,0.2551389145,0.2356222589,0.0563485478,0.1120387341,0.0605489715,0.5551267917,0.0476049219,0.3808339402,0.3177835658,0.1521359877,0.1303407758,0.1075911049,0.079381101,0.0815576166,0.0696102302,0.0605814965,0.1884548584,0.0934900871,0.3786578971,0.3872547497,0.1087791246,0.0318181415,0.256021864,0.523242674,0.0502207227,0.0648637713,0.105650968,1.6187076702,8.4175557711,15.512851897,16.518024032,30.259259259,0.5837906899,3255.9074074,476.43100996,0.8419385167,5.4803960853,0.5828436352,1.4267895481,2.7462397311,1694.6481481,3261.8055556,3.8435038986,2.7401980426,4.1730292792,2.9867457049,0.3703048285,2.6164408764
"Dallas, TX PMSA",0.0326017569,0.039934143,0.0299102487,21975.9,96370,569.56,209.13000596,3229431.8,0.8688955385,0.6880638752,0.1537048743,0.0053801696,0.0360983624,0.1167527185,0.2045574933,0.4969502764,0.5030497236,0.2778021646,0.1036357774,0.1856290236,0.1692937707,0.1170786803,0.0695292699,0.0435936002,0.0334377133,0.0173578752,0.0647070139,0.0670040839,0.2485667105,0.2559055563,0.1853542039,0.1129294116,0.0746131342,0.0562528369,0.2540959009,0.3011330588,0.1709826208,0.1515498762,0.071401902,0.0508366413,0.5778215611,0.4221784389,0.4000524291,0.5401381987,0.0598093722,0.5194042995,0.9177725089,0.0266185142,0.02668456,0.028924417,0.0190589354,0.1987618321,0.3490081861,0.2387531395,0.0962251728,0.0491331333,0.0201351838,0.0913508592,0.1160651018,0.2212564294,0.2242296182,0.0546077624,0.2011270454,0.0913631835,0.6697778885,0.0363285603,0.2931113336,0.1994400171,0.135784471,0.1303475825,0.1075866207,0.089450285,0.1023181828,0.1010540853,0.1352993952,0.1119659155,0.0656710872,0.3604677005,0.4163397518,0.1196731418,0.0378483187,0.2709866211,0.5269782378,0.0520539017,0.0483685625,0.1016126769,1.7182596883,9.8393240961,15.761936087,19.907545368,31.224864865,0.5510627941,3543.8713514,614.98147065,0.781389713,4.3310108742,0.5619379474,1.1632341695,2.7940139297,1488.6735135,3575.6983784,3.6558648197,2.9783424959,3.9572480992,3.0848961761,0.3981961977,2.6866999784
"Danbury, CT PMSA",0.0149779671,0.0371232913,0.0156624028,30418.3,227220,569.13,203.21790932,208946.1,0.7621085423,0.900737115,0.0296700243,0.0016720529,0.0291477084,0.0387730994,0.0606342166,0.4931477571,0.5068522429,0.2556462788,0.0742084846,0.1435852109,0.1862077558,0.146254414,0.091309824,0.0560957383,0.0466922935,0.0105338191,0.0368731222,0.0232961931,0.1645121348,0.2621519534,0.2278050057,0.1474191263,0.0972962261,0.077204834,0.2068816692,0.3168807616,0.1808280251,0.1804272334,0.0787768904,0.0362054204,0.7556818453,0.2443181547,0.2022160879,0.2743476818,0.5234362303,0.2993693162,0.9069179923,0.0279874293,0.0240588478,0.0410357306,0.0282164851,0.2483860223,0.3016224058,0.1691539778,0.101130561,0.0764152797,0.0340395376,0.0498284479,0.0836261082,0.2513744957,0.1706995671,0.062039705,0.2341247598,0.1483069163,0.6852441094,0.0255462735,0.288890707,0.1112754265,0.0807596948,0.0883699641,0.0904909193,0.0909480419,0.1250898446,0.1507126723,0.2627569229,0.0407493696,0.0457152433,0.2575110695,0.4683667684,0.16407443,0.064471779,0.2426189763,0.5909280661,0.0340031708,0.0562505863,0.0761992005,1.9716742171,10.66855097,17.05655527,12.116438356,39.897435897,0.6774664916,4188.7692308,396.387471,1.0452233294,5.7755289098,0.6822506231,1.27105857,4.5389493093,1216.0641026,4342.5641026,5.3988465023,2.5703247696,5.8100078794,2.7059357965,0.3928163677,2.3131194288
"Danville, VA MSA",0.001321328,0.0423552652,0.0067960298,15323.1,65120,108.25,43.794951891,109722.5,0.4733513245,0.663691995,0.3232921977,0.0013968059,0.0034895601,0.0081294413,0.0101333893,0.4736103293,0.5263896707,0.2325802321,0.0803321925,0.1283004782,0.1527134835,0.1360316567,0.1054964982,0.0901786576,0.0743668011,0.0141112939,0.0712498217,0.0385520331,0.1457245787,0.1992293337,0.1907237087,0.1557562063,0.1474144318,0.1225146515,0.2719560446,0.3428961237,0.1855457864,0.1264751483,0.047307352,0.0258195451,0.6983840349,0.3016159651,0.3415239891,0.1120645856,0.5464114253,0.5515750814,0.9443960667,0.0106384382,0.0252482499,0.0197172452,0.029385591,0.2953144543,0.411702871,0.1443140061,0.0497387176,0.0316477983,0.0181793164,0.1583303211,0.1967889678,0.3194479457,0.1636083917,0.0533534964,0.0688017337,0.0396691435,0.5698635534,0.0403740362,0.3889367952,0.352713088,0.1709472828,0.1357511871,0.1055810577,0.0769122469,0.0731047063,0.0488102759,0.0358323537,0.1510638314,0.1231301104,0.3179763809,0.3319816436,0.1580101389,0.0689017261,0.2285621257,0.5256171987,0.05956371,0.0984353926,0.087821573,1.7630832939,8.6661398657,11.218223583,16.54248366,25.115384615,0.6662873462,2435.4807692,453.24183007,1.1711395188,3.4458528148,0.6854309052,0.8405178238,2.863796474,717.69230769,2445.3076923,3.4153806654,1.7106069205,3.7043142978,1.700044143,,
"Davenport--Moline--Rock Island, IA--IL MSA",0.0023131654,0.0444176134,0.0049046676,18300.1,73250,208.76,82.586630667,356601.7,0.7533377004,0.89459499,0.0583212309,0.0026466877,0.0102356821,0.0342014093,0.0515910844,0.486503276,0.513496724,0.2565944042,0.0937755087,0.136145389,0.1526517315,0.1313011563,0.0919115541,0.0720601938,0.0655600623,0.0168617404,0.0656580274,0.0576441931,0.1699873175,0.212074946,0.1899377018,0.1382922838,0.1191989146,0.1121887741,0.275427614,0.3378306849,0.1607416062,0.1368905662,0.0600076148,0.0291019138,0.7027957213,0.2972042787,0.3625827149,0.4964644591,0.140952826,0.5619895122,0.9273535384,0.0092983634,0.0342172905,0.0291308077,0.0416681771,0.3478938399,0.4242767596,0.1038868686,0.0246663625,0.0153346476,0.0131425369,0.0563592556,0.1151690689,0.3361826379,0.2271283948,0.071110882,0.1321257929,0.0619239679,0.6228365733,0.0374325574,0.3385386296,0.2590478565,0.1536812001,0.1364635233,0.1129671913,0.0924626093,0.0971413479,0.0826628923,0.0649366432,0.1061160659,0.0795196105,0.3397436068,0.3984148407,0.1333305152,0.0489914268,0.2451443907,0.5483729991,0.0270466883,0.0744083943,0.1050275277,1.7543675499,7.8959796742,16.429000546,16.853904282,39.376344086,0.6073947407,3854.3548387,418.61776581,0.659330843,5.267557165,0.5672244486,0.8409233184,2.569936924,1275.4193548,3897.7956989,3.6640149278,2.3683305672,3.4108602424,2.6023859269,0.383184653,2.2192012739
"Dayton--Springfield, OH MSA",-0.000074873,0.0436611138,0.0041293879,19344.7,88310,564.72,222.76395043,950771.6,0.7985085884,0.8319760691,0.139469716,0.0022858889,0.0116723195,0.0145960065,0.0106304625,0.4819555463,0.5180444537,0.2492025277,0.1023650463,0.1402172486,0.1525396129,0.1305123088,0.0934452364,0.0727929811,0.0589250383,0.0169386376,0.0684632902,0.0577317351,0.1789243361,0.2143958781,0.1912835794,0.1429547295,0.1194867182,0.0952609045,0.2698909124,0.3405122294,0.1687334322,0.1373139242,0.0567769404,0.0267725614,0.6673661133,0.3326338867,0.2415774192,0.5396145095,0.2188080713,0.3300712723,0.9270802332,0.0187590302,0.0312633804,0.0228973562,0.0330708056,0.2921051416,0.4389563762,0.1439156532,0.0343702858,0.0209576878,0.0137266936,0.0519994674,0.1292529227,0.3272787039,0.2123486405,0.0668730908,0.1320047742,0.0802424004,0.6049703714,0.034501925,0.3515044105,0.2449524895,0.1457610749,0.139163982,0.114391593,0.0921272956,0.0978180679,0.0872028812,0.0787938254,0.1046194494,0.0860412635,0.3391726484,0.3911187319,0.1347254965,0.0489418597,0.2551068079,0.531872549,0.032054373,0.0702909087,0.1106753613,1.742897463,8.4302224357,12.102584008,19.852800954,31.200692042,0.5893451676,2859.9342561,561.47423353,0.7706087169,4.0876926055,0.5297762704,0.6920172936,2.241028808,898.01384083,2908.1280277,3.5442454727,2.4696249509,2.9330461016,2.6033402288,0.2913220926,2.3120181362
"Daytona Beach, FL MSA",0.0289551398,0.0411496302,0.0299194037,17908,80530,317.91,132.41675056,456436.1,0.7982021715,0.8694530567,0.0917956334,0.0028780449,0.0093318696,0.0265413953,0.0569296856,0.4848281366,0.5151718634,0.1993098665,0.0833858705,0.1184689726,0.1383564539,0.1214384447,0.1116842269,0.1229517311,0.1044044339,0.0147841056,0.0511346299,0.0418971157,0.1283770048,0.1736548842,0.1612250367,0.1508550379,0.1826133175,0.161180101,0.2700781426,0.4119706378,0.146828127,0.1047052969,0.0431895352,0.0232282606,0.7490982616,0.2509017384,0.2501343087,0.563234199,0.1866314923,0.2512406011,0.9194838347,0.0102312545,0.0424949457,0.0277899651,0.0312432376,0.2776609682,0.3614238687,0.1703658704,0.0614730272,0.0470804132,0.0229626496,0.055438645,0.1411067938,0.322729008,0.2345080254,0.0756388768,0.112069705,0.0585089461,0.5106488558,0.0329033089,0.4555538701,0.290116834,0.1781341078,0.1475289861,0.1086063116,0.0813642054,0.0766939473,0.0592938804,0.0580234519,0.112179138,0.0709811523,0.4262296969,0.3788466939,0.09558293,0.0283595269,0.2060444151,0.5438679378,0.0420338776,0.0952565587,0.1127972108,1.5960359357,7.8813061824,11.709282237,18.251116071,44.524475524,0.6271872979,3597.3356643,454.53705954,0.7516951251,4.3261894261,0.6055402728,1.067832863,2.7193964151,1420.5664336,3617.6853147,3.6350031303,2.1607187257,3.7872292781,2.4670686571,0.3935202829,2.0735483742
"Decatur, AL MSA",0.010379763,0.0437696548,0.0150549879,16635.1,72120,111.01,42.928459373,141573.7,0.3958273708,0.8425619503,0.1161494565,0.0180851943,0.0034304875,0.0197729115,0.0208175081,0.4895514526,0.5104485474,0.2569892985,0.0883855414,0.1466966607,0.1591491447,0.1318645741,0.0958022761,0.0693087145,0.05180379,0.0148280496,0.0566572918,0.0484677771,0.1818363233,0.2185323913,0.193295937,0.1482593979,0.1196726527,0.0896550841,0.2346058437,0.3363968239,0.1910782931,0.1554295685,0.0573721748,0.025117296,0.7500045118,0.2499954882,0.2770020047,0.264460212,0.4585377833,0.4181537966,0.9597767312,0.0017311784,0.0183005804,0.02019151,0.0289074501,0.2567494545,0.3686055576,0.213075253,0.0743856268,0.0227168472,0.0153683008,0.1077764929,0.1771284003,0.3222279442,0.190600115,0.0515926027,0.1034246535,0.0472497914,0.5832753729,0.0346029587,0.381312517,0.3015376442,0.1564095956,0.1319466753,0.1065816266,0.0892684326,0.0867339713,0.0655126587,0.0608714164,0.1310712799,0.0712656449,0.2819128498,0.3874438593,0.1838498627,0.0755277833,0.197713832,0.6069363298,0.0272836602,0.0710752459,0.0969909321,1.9465437636,7.3826476793,11.117455139,19.546391753,26.652173913,0.6363241742,2738.7826087,505.37894737,0.8400184804,3.4696415495,0.6160342881,0.6321321678,2.3075490269,752.52173913,2747.0217391,3.2123037142,1.8359151727,2.9396811947,1.8322629185,0.0769712586,1.7552916599
"Decatur, IL MSA",-0.002153751,0.0384368467,0.00122163,18175.5,61570,198.89,79.910422869,115456,0.8344371473,0.8459639639,0.1346141464,0.0016162656,0.005304536,0.0125010881,0.0082170466,0.4769271322,0.5230728678,0.2497447903,0.0962876065,0.1257094482,0.1485679082,0.1332827157,0.0960056999,0.0799821888,0.0704196424,0.0164155107,0.071432752,0.0576767782,0.1601801832,0.2038270274,0.189744537,0.1422219321,0.1303411361,0.116478012,0.2810227508,0.3493810771,0.1607991473,0.1292782773,0.0535437767,0.0259749708,0.7117718886,0.2882281114,0.5951724829,0.2512060629,0.1536214542,0.7813959143,0.938129231,0.0087328984,0.029122327,0.0240155436,0.0362196769,0.4064114704,0.4025506132,0.0640848118,0.0333173194,0.0209718903,0.0124286742,0.0550428221,0.1341021322,0.3805839095,0.213500916,0.0539707565,0.108989751,0.0538097127,0.5857314367,0.0439869642,0.3692968048,0.2800669947,0.1526617016,0.1386225762,0.1099437695,0.0903372638,0.0937411268,0.0723715083,0.0620782012,0.1245577065,0.0834760498,0.3526611424,0.3957445754,0.1244230624,0.04369517,0.2351535547,0.5412989759,0.036177457,0.0765864675,0.1107835449,1.7129001973,8.5135579293,16.274122807,16.981395349,41.454545455,0.6350870886,6392.5909091,495.44041451,0.4742248041,4.1602448724,0.6149438648,,,,,3.8080036214,2.1880301348,3.7061530668,2.3206621903,0.2535809362,2.0670812541
"Denver, CO PMSA",0.0265548232,0.0471023854,0.0242576469,23305.9,145970,522.08,205.42061131,1963391.4,0.9292876121,0.8123873453,0.056286242,0.0088057047,0.0277623364,0.0947583715,0.1708325677,0.4973940172,0.5026059828,0.2586866804,0.0901982801,0.1753783252,0.1763046017,0.1315875468,0.0763908951,0.0512741663,0.0401795045,0.0184118711,0.058073271,0.0562115175,0.2242272349,0.2536882685,0.1997063013,0.1175873808,0.0833112721,0.06574246,0.2823392823,0.324701606,0.1591032525,0.1391095929,0.0590012965,0.0357449698,0.6501483075,0.3498516925,0.3110521156,0.5809057055,0.1080421789,0.3845297353,0.8782823509,0.0451441812,0.0346430322,0.0419304357,0.0187386208,0.1981344902,0.3822266823,0.2338878915,0.0743023649,0.0350001236,0.0157793909,0.0487325567,0.0902271008,0.229395102,0.2387754872,0.0664400815,0.2199672255,0.1064624464,0.6865697503,0.0314110313,0.2787864974,0.1861150017,0.129221592,0.1297611908,0.1123042488,0.0958681395,0.1089380264,0.1090893748,0.1297366637,0.0846315076,0.0755585618,0.3340450252,0.3955432107,0.1418550436,0.0529981588,0.2729696674,0.5232814232,0.0387505766,0.0481710941,0.1168272387,1.7867755657,9.4811823526,21.478528983,18.788129032,51.704347826,0.5773107725,6314.4753623,541.28044077,0.4465875469,4.6988776672,0.5736175922,1.2917836046,2.8321533714,2892.5652174,6341.7652174,3.746718067,2.7432319657,4.123936976,3.0654118722,0.5103861377,2.5550257344
"Des Moines, IA MSA",0.0150028968,0.0452915095,0.0159812501,20812.8,88290,253.02,99.282426062,437093.8,0.7929438331,0.9097198343,0.0398458199,0.0025156566,0.0205519353,0.0273667539,0.0344145915,0.48374833,0.51625167,0.2590047381,0.0966104165,0.1619301384,0.1621751324,0.1256706023,0.0810687029,0.0596854575,0.0538548118,0.0157876891,0.05673932,0.0643987108,0.210758595,0.2289691121,0.1859302374,0.1235455095,0.0984837892,0.0882706755,0.2668188976,0.3406713379,0.160960517,0.1452777253,0.0592277255,0.0270437967,0.6932932377,0.3067067623,0.4204061221,0.4747419399,0.1048519379,0.5374296938,0.9197568004,0.0176342934,0.0293156258,0.0332932803,0.0331084566,0.311564613,0.4515854336,0.1230656966,0.0261783082,0.011783229,0.0094209827,0.0379166473,0.0856796031,0.3164804421,0.2156762551,0.0754118857,0.1906835697,0.078151597,0.6982560493,0.0309960879,0.2694303734,0.2029992297,0.1453707779,0.1382662589,0.11976607,0.0985438086,0.1086510956,0.0958246968,0.0917657773,0.0768517592,0.0649779683,0.3237038069,0.419007224,0.1389456351,0.0533653657,0.2497795666,0.5541137093,0.0332428596,0.0588100967,0.1040537678,1.8178162749,8.3641385585,12.75694996,16.871710526,74.94047619,0.5863632743,5627.0119048,439.42032333,0.4897593649,5.0491858334,0.6025822046,1.1108150529,2.7932784025,2268.0833333,5703.3690476,3.6050137366,2.5430755022,3.9040934554,2.5748457258,0.3434903984,2.2313553274
"Detroit, MI PMSA",0.001343919,0.0449215004,0.0046206636,21756,109950,1092.25,413.30304218,4423775.4,0.9081949458,0.7267762716,0.225023458,0.0035114286,0.0201936139,0.0244952278,0.0260186037,0.4844020373,0.5155979627,0.2637967713,0.0867953647,0.154368339,0.161737158,0.1281964622,0.085085802,0.0657640637,0.0542560392,0.0159397512,0.0743326804,0.0386001838,0.1893692598,0.2312328941,0.1949031142,0.1364490267,0.1136820968,0.0958936942,0.2635870817,0.3062480728,0.1700065672,0.1488251526,0.0692290292,0.0421040965,0.7161404747,0.2838595253,0.2123231446,0.6179796637,0.1696971917,0.2367385991,0.9383594783,0.0201136829,0.0216305776,0.0198962612,0.0215290406,0.213388788,0.381368438,0.226143704,0.080276632,0.0401981873,0.0171989488,0.0568317288,0.1417249631,0.2959526062,0.2275798776,0.0653532426,0.1338752155,0.078682366,0.598408224,0.0435074901,0.3574012641,0.2183097406,0.1219361428,0.1172292998,0.1051848262,0.0906462898,0.1083199575,0.1106166327,0.1283019305,0.1121899674,0.1021367496,0.3434592848,0.3866092317,0.1208549866,0.0469397473,0.29173599,0.4996609516,0.0335475597,0.072549076,0.1025064228,1.6871425646,8.9718185449,15.374132475,17.722842363,17.218929254,0.6045169852,1876.4220841,516.37533702,1.2508844237,4.2136627791,0.5558390889,0.7078833882,2.4097684506,565.90630975,1926.4517208,3.6481248961,2.3866516042,3.1176518388,2.4912589069,0.307006621,2.1842522859
"Duluth--Superior, MN--WI MSA",0.0015904292,0.0487541463,0.0052802565,16613.3,64210,32.22,13.123863397,242661.8,0.4932746019,0.9552662106,0.0071936998,0.01956263,0.0062885757,0.0116888838,0.0069308321,0.4903316736,0.5096683264,0.2317570243,0.1084178413,0.1201678415,0.1527647295,0.1344019473,0.0914207887,0.079395133,0.0816746944,0.017088748,0.056368009,0.0613783012,0.1475478802,0.2079374536,0.1906357108,0.1334864195,0.1262392864,0.1338108971,0.3028622002,0.3488046994,0.1448089015,0.1280164912,0.0528375029,0.0226702048,0.7386923498,0.2613076502,0.4924282077,0.2655356501,0.2420361423,0.5671542271,0.8883841875,0.0225871382,0.0562441651,0.0327845091,0.0505361037,0.3742110773,0.3617714454,0.1113879057,0.0316290353,0.0211134468,0.0165664766,0.0484407593,0.1033475553,0.3367757204,0.2307127277,0.0815881989,0.1386415676,0.0604934709,0.5716380053,0.0452597537,0.3811216672,0.3169621338,0.1562366874,0.1384514303,0.1117470001,0.0829823175,0.0849831524,0.0659113645,0.0443194816,0.1214068202,0.107089852,0.3403005756,0.3704297726,0.1327127988,0.0494670009,0.268359238,0.5208512525,0.0301598903,0.0813504065,0.0992792128,1.700969107,7.5992375799,14.990690033,13.309328969,25.718309859,0.6327854137,3498.7746479,333.25,0.7180319049,5.2588252189,0.5692347006,0.4865930296,2.5321445692,677.67605634,3526.5070423,3.4220996062,1.9858942127,3.0187375988,2.2844134488,0.5273489251,1.7570645238
"Eau Claire, WI MSA",0.0075836228,0.0502505379,0.0127801628,16680.5,80350,88.05,33.452477745,145098.8,0.6064121074,0.9646089979,0.0032812657,0.0045357945,0.0186177666,0.0089561753,0.006844448,0.4878262127,0.5121737873,0.2502321662,0.1370439006,0.1320251884,0.1487642744,0.1214438687,0.0793607172,0.0667848212,0.0643450631,0.0162450615,0.0489916533,0.0856974889,0.1741103528,0.2158308,0.1807885501,0.1221265548,0.1104103409,0.1118877959,0.2558599135,0.3487177032,0.155177418,0.1486839353,0.0603611185,0.0311999116,0.6875085091,0.3124914909,0.40513335,0.2495207728,0.3453458773,0.517421843,0.8780702092,0.0095079957,0.0634711286,0.0489506665,0.0556424185,0.3979222954,0.3415763904,0.0973430114,0.0245234537,0.0166161609,0.0174256034,0.0726079095,0.0790555837,0.3620871155,0.1894592367,0.0914016094,0.1398104927,0.0655780523,0.6467674662,0.0349875637,0.3174231042,0.2650497913,0.1662492895,0.1475656062,0.1200628039,0.09098267,0.0930035977,0.0665567386,0.0526301183,0.1058033807,0.0680698122,0.3062750986,0.4191856218,0.1449073493,0.0615621182,0.2959328985,0.5348578071,0.0228472724,0.0652300662,0.0811319557,1.8553122304,6.6765941897,8.6930533118,16.002923977,48.868421053,0.6135583436,3739.0789474,358.95121951,0.6892511286,5.2056598401,0.5873771272,0.6474426062,2.5986581369,939.34210526,3770.2631579,3.2385915335,2.0397843007,3.2461007431,2.2803329446,0.3878307272,1.8925022174
"El Paso, TX MSA",0.0139655322,0.0390498362,0.016471653,12139.7,64160,644.76,197.93085467,653218.4,0.9533187616,0.7471131681,0.0326447216,0.007039048,0.0101203699,0.2030826923,0.7563234971,0.4834393229,0.5165606771,0.3217154749,0.1110412165,0.1526437156,0.1447794793,0.1053941199,0.0718960875,0.0554792057,0.0370507006,0.0175307885,0.0905270451,0.0502490909,0.2011230609,0.2410323173,0.1913183365,0.1324196013,0.1107888831,0.0733176363,0.1756805643,0.2386105739,0.187161028,0.1857567942,0.1162361662,0.0965548734,0.6213374326,0.3786625674,0.7845142397,0.1939333208,0.0215524396,0.8365615906,0.9138906654,0.0240180054,0.0405365004,0.0215548289,0.0238204225,0.2361368644,0.4572528353,0.1895882434,0.0388691437,0.0188533902,0.0139242716,0.2208859985,0.1276732187,0.2266426831,0.2126859216,0.0501425168,0.1090246121,0.0529450491,0.5006170795,0.0547681634,0.4205729341,0.3556234219,0.1727979851,0.1320071548,0.0976427178,0.0694549864,0.0679015863,0.0538969928,0.050964077,0.2422313606,0.1052365136,0.3509279927,0.3763841627,0.1218686059,0.0455827251,0.2737417708,0.5206472734,0.061259932,0.0562857604,0.0880652633,1.6688955729,8.6600276792,14.623965142,16.389546351,31.438356164,0.5946839003,3334.1438356,507.7875,0.7280880408,4.3884758624,0.5643196939,0.9376427501,2.4461613802,1287.8150685,3359.7054795,3.554116889,2.4223638725,3.3838041304,2.6124497071,0.3812687882,2.2311809189
"Elkhart--Goshen, IN MSA",0.0158461383,0.0389053644,0.0155173526,18322.5,85610,376.91,136.52587662,174813.1,0.7037231887,0.8861816206,0.050223714,0.0027656571,0.0083522839,0.0524767243,0.0680523305,0.4946228914,0.5053771086,0.2876185785,0.0973846669,0.1515772757,0.1526023751,0.1205821427,0.0806482252,0.0584778308,0.0511089051,0.0222671153,0.0596686869,0.0611413926,0.2018757222,0.225604606,0.1873720614,0.1306204982,0.1009671291,0.0915828033,0.2229596901,0.3293497886,0.1693406234,0.1546541666,0.0754678829,0.0482278484,0.7209940929,0.2790059071,0.2767726326,0.2839124049,0.4393149625,0.532944395,0.9258959289,0.0048615807,0.0363977434,0.032844747,0.0466154925,0.358568847,0.4022287969,0.1144053573,0.0243796595,0.0114017598,0.00955534,0.0874986893,0.1639001555,0.3764303525,0.1770326961,0.0439444794,0.0962651723,0.054928455,0.6890443367,0.0258371937,0.28494025,0.2018892004,0.1539169621,0.1501615809,0.1293134927,0.1056615609,0.1039009636,0.0814111271,0.0725918841,0.0745224592,0.0765310865,0.3172132457,0.4169748057,0.1398893433,0.0493915188,0.2312868698,0.5777105219,0.0331547162,0.0573576085,0.1004902837,1.7932302465,8.3080667594,11.073664825,18.088050314,46.542857143,0.6418269842,4899.4571429,478.54723127,0.5527331073,4.8482589697,0.5538833773,,,,,4.3861898844,2.4477232923,3.3513155838,2.6992642333,0.2900743347,2.4091898986
"Erie, PA MSA",0.0018964817,0.0382749566,0.0047634663,16247.5,73950,348.22,130.95853909,279261.7,0.6789654816,0.9170279238,0.0584478868,0.0016333444,0.0063441021,0.0165467428,0.0189312301,0.486147849,0.513852151,0.2530193848,0.1112106239,0.1341646317,0.1491579165,0.1238463565,0.0868674604,0.0748459985,0.0668876278,0.0179935924,0.0654434004,0.0549218134,0.1687162221,0.2134113523,0.1873041443,0.1351117647,0.1285934136,0.1122012242,0.2691260166,0.3208295286,0.1658855568,0.1441691695,0.0661315514,0.0338581771,0.6904667113,0.3095332887,0.2826545093,0.2514636245,0.4658818662,0.445946349,0.9033747715,0.0150258359,0.0589661429,0.0226332496,0.0470391495,0.3600898634,0.4087237338,0.1153142731,0.0236308376,0.0127782796,0.0097906136,0.0499198946,0.1250525371,0.4181323024,0.1587203579,0.0534282041,0.1248232369,0.069923467,0.5871172478,0.0387996159,0.3732403879,0.2887976863,0.1653058944,0.143081279,0.1172630719,0.0843258077,0.0848544305,0.0646351027,0.0518717876,0.1172857433,0.1112645252,0.3814622713,0.3814961158,0.0951734214,0.0306036663,0.2842826373,0.5107360908,0.044613069,0.0759423026,0.0844259003,1.5649271028,7.2847390952,11.502165674,15.406417112,43.976190476,0.6593283535,3674.8333333,341.81428571,0.7998164231,5.3321094873,0.6584539557,1.1792436212,3.0031488011,1474.3928571,3754.797619,3.9466750965,2.0392271869,4.1823924223,2.1694449179,0.3397696338,1.8296752841
